# timestamp tx ty tz qx qy qz qw
4052.300000000 -0.71333885715086 1.1616714770743 1.8392493866605 -0.24781011876377 -0.73921367009344 0.59893717445212 0.18283204326534
4052.310000000 -0.71290208208346 1.1612077636299 1.8407604806119 -0.24828834020521 -0.7386160032911 0.59939352554486 0.18310298013776
4052.320000000 -0.71242282453587 1.1607960464199 1.8422585131949 -0.24889116752346 -0.73792658883062 0.59990178057617 0.18339953622393
4052.330000000 -0.71190289585339 1.1604319946754 1.8437409723887 -0.24959177072873 -0.73713989247937 0.60047694802811 0.18372850020301
4052.340000000 -0.71134370669002 1.160111309389 1.8452051797807 -0.25036368689831 -0.7362503611337 0.60113384347653 0.18409652968025
4052.350000000 -0.71074285235361 1.1598307584566 1.8466461769308 -0.25119953984269 -0.73525395099174 0.60187828630313 0.18450730936919
4052.360000000 -0.71009279742341 1.1595884570249 1.8480558187283 -0.25211941173379 -0.73414878955765 0.60270311828781 0.18496028823557
4052.370000000 -0.70938564802949 1.1593823640408 1.8494256766089 -0.25314548925649 -0.73293307019399 0.60360012741352 0.18545447439056
4052.380000000 -0.70861357778865 1.1592101083924 1.8507472887813 -0.25429991923313 -0.73160487156531 0.60456102043888 0.18598880489382
4052.390000000 -0.70776909215199 1.1590690545561 1.8520123810142 -0.25560380779825 -0.73016255854149 0.60557729858418 0.18656223353795
4052.400000000 -0.7068561657898 1.1589590926032 1.8532215616932 -0.25702886505352 -0.72862496336199 0.60663633197917 0.1871742130153
4052.410000000 -0.70589514252694 1.1588842159709 1.8543881633824 -0.25847567144462 -0.72704101812835 0.60771983243818 0.18782515936759
4052.420000000 -0.70490746609084 1.1588490305969 1.8555263833273 -0.25983957200994 -0.72546273657324 0.60880942151959 0.18851605483444
4052.430000000 -0.70391432847248 1.1588583693847 1.8566502096623 -0.26101621127952 -0.72394286317457 0.60988719140105 0.18924820229749
4052.440000000 -0.70293631508518 1.1589170647562 1.8577730437512 -0.26190313677569 -0.72253391992588 0.61093609638709 0.19002254507006
4052.450000000 -0.70197883289414 1.1590227209735 1.8588917818448 -0.26248401273205 -0.72124920401136 0.61195511928335 0.19082101759493
4052.460000000 -0.70102581599745 1.1591621463405 1.859979734568 -0.26286704778923 -0.72004442022775 0.61296590336373 0.19159788464111
4052.470000000 -0.70005994041487 1.1593209933809 1.8610085393775 -0.26316985212214 -0.71887033766567 0.61399178400856 0.1923048510268
4052.480000000 -0.69906438472186 1.1594847130397 1.8619501167214 -0.26350984889209 -0.71767747000692 0.61505584271967 0.19289354296538
4052.490000000 -0.69802325426598 1.1596388233143 1.8627774380228 -0.26400262524229 -0.7164171820845 0.61618001420856 0.19331638618911
